VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,description
2,2020-12-01 00:00:05,2020-12-01 00:05:51,2,1.85,1,N,137,148,2,7.5,0.5,0.5,0,0,0.3,11.3,2.5,random destip*#
2,2020-12-01 00:34:58,2020-12-01 00:40:41,2,1.68,1,N,75,238,1,7,0.5,0.5,1.66,0,0.3,9.96,0,random destip*#
2,2020-12-01 00:04:31,2020-12-01 00:09:01,2,.77,1,N,166,166,2,5.5,0.5,0.5,0,0,0.3,6.8,0,random destip*#
2,2020-12-01 00:12:10,2020-12-01 00:13:47,2,.29,1,N,42,42,1,3.5,0.5,0.5,0.48,0,0.3,5.28,0,random destip*#
2,2020-12-01 00:26:29,2020-12-01 00:27:54,1,.57,1,N,164,100,2,3.5,0.5,0.5,0,0,0.3,7.3,2.5,random destip*#
2,2020-12-01 00:05:21,2020-12-01 00:15:57,1,3.68,1,N,236,50,1,12.5,0.5,0.5,3.26,0,0.3,19.56,2.5,random destip*#
2,2020-12-01 00:28:13,2020-12-01 00:31:10,1,1.00,1,N,229,140,2,5,0.5,0.5,0,0,0.3,8.8,2.5,random destip*#
2,2020-12-01 00:32:45,2020-12-01 00:32:53,1,.00,5,N,140,140,1,5,0,0.5,1.66,0,0.3,9.96,2.5,random destip*#
2,2020-12-01 00:39:23,2020-12-01 00:46:09,1,1.98,1,N,263,238,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5,random destip*#
1,2020-12-01 00:04:50,2020-12-01 00:08:27,2,1.30,1,N,48,186,1,5.5,3,0.5,1.85,0,0.3,11.15,2.5,random destip*#
1,2020-12-01 00:11:53,2020-12-01 00:16:24,1,1.40,1,N,186,162,1,6.5,3,0.5,0,0,0.3,10.3,2.5,random destip*#
1,2020-12-01 00:41:46,2020-12-01 00:48:34,1,3.10,1,N,161,151,1,10.5,3,0.5,1.75,0,0.3,16.05,2.5,random destip*#
2,2020-12-01 00:47:32,2020-12-01 00:49:27,1,.52,1,N,79,4,1,3.5,0.5,0.5,4,0,0.3,11.3,2.5,random destip*#
1,2020-12-01 00:52:56,2020-12-01 00:59:01,2,2.20,1,N,246,239,2,8.5,3,0.5,0,0,0.3,12.3,2.5,random destip*#
1,2020-12-01 00:27:02,2020-12-01 00:32:24,1,1.20,1,N,233,164,1,6,3,0.5,1.95,0,0.3,11.75,2.5,random destip*#
2,2020-11-30 13:23:38,2020-12-01 12:44:12,1,8.64,1,N,138,116,1,26.5,0.5,0.5,4,6.12,0.3,37.92,0,random destip*#
2,2020-12-01 00:08:02,2020-12-01 00:15:23,1,3.34,1,N,50,24,1,10.5,0.5,0.5,1.43,0,0.3,15.73,2.5,random destip*#
2,2020-12-01 00:34:44,2020-12-01 00:37:41,6,.69,1,N,79,114,1,4.5,0.5,0.5,1,0,0.3,9.3,2.5,random destip*#
2,2020-12-01 00:21:04,2020-12-01 00:26:10,1,1.18,1,N,90,114,1,6,0.5,0.5,0.98,0,0.3,10.78,2.5,random destip*#
1,2020-12-01 00:02:02,2020-12-01 00:27:26,1,.00,1,N,255,197,1,37.03,0,0.5,0,0,0.3,37.83,0,random destip*#
2,2020-12-01 00:41:17,2020-12-01 00:52:28,1,6.83,1,N,138,74,1,20,0.5,0.5,8.23,6.12,0.3,35.65,0,random destip*#
2,2020-12-01 00:27:01,2020-12-01 00:32:02,2,1.42,1,N,237,170,1,6.5,0.5,0.5,1,0,0.3,11.3,2.5,random destip*#
2,2020-12-01 00:03:18,2020-12-01 00:24:22,2,12.33,1,N,141,131,1,34.5,0.5,0.5,4,0,0.3,42.3,2.5,random destip*#
1,2020-12-01 00:29:30,2020-12-01 00:34:11,0,1.70,1,N,141,75,2,6.5,3,0.5,0,0,0.3,10.3,2.5,random destip*#
2,2020-12-01 00:05:05,2020-12-01 00:10:29,1,1.26,1,N,79,107,2,6,0.5,0.5,0,0,0.3,9.8,2.5,random destip*#
2,2020-12-01 00:27:16,2020-12-01 00:29:22,2,.92,1,N,74,75,2,4.5,0.5,0.5,0,0,0.3,5.8,0,random destip*#
2,2020-12-01 00:57:52,2020-12-01 01:10:47,1,7.18,1,N,132,95,2,21.5,0.5,0.5,0,0,0.3,22.8,0,random destip*#
2,2020-12-01 00:13:28,2020-12-01 00:28:55,1,4.02,1,N,239,137,1,15,0.5,0.5,5.64,0,0.3,24.44,2.5,random destip*#
1,2020-12-01 00:26:54,2020-12-01 00:50:09,2,14.60,2,N,132,170,1,52,2.5,0.5,2,6.12,0.3,63.42,2.5,random destip*#
2,2020-12-01 00:34:24,2020-12-01 00:40:56,1,1.72,1,N,236,239,1,8,0.5,0.5,1.5,0,0.3,13.3,2.5,random destip*#
2,2020-12-01 00:27:24,2020-12-01 00:45:51,1,11.75,1,N,138,49,1,32.5,0.5,0.5,2,0,0.3,35.8,0,random destip*#
2,2020-12-01 00:06:51,2020-12-01 00:13:22,1,1.66,1,N,43,162,2,7,0.5,0.5,0,0,0.3,10.8,2.5,random destip*#
2,2020-12-01 00:18:13,2020-12-01 00:24:10,1,1.95,1,N,229,263,2,7.5,0.5,0.5,0,0,0.3,11.3,2.5,random destip*#
2,2020-12-01 00:11:10,2020-12-01 00:14:36,1,.97,1,N,238,166,2,5,0.5,0.5,0,0,0.3,8.8,2.5,random destip*#
1,2020-12-01 00:04:01,2020-12-01 00:29:24,0,18.00,2,Y,132,41,1,52,0,0.5,11,6.12,0.3,69.92,0,random destip*#
1,2020-12-01 00:43:09,2020-12-01 00:45:23,0,.60,1,N,238,239,2,4,3,0.5,0,0,0.3,7.8,2.5,random destip*#
2,2020-12-01 00:34:05,2020-12-01 00:42:47,3,2.22,1,N,186,143,1,9,0.5,0.5,0.5,0,0.3,13.3,2.5,random destip*#
1,2020-12-01 00:02:13,2020-12-01 00:23:05,1,4.00,1,N,263,226,2,17,3,0.5,0,0,0.3,20.8,2.5,random destip*#
2,2020-12-01 00:03:51,2020-12-01 00:13:34,5,2.75,1,N,230,107,2,10.5,0.5,0.5,0,0,0.3,14.3,2.5,random destip*#
2,2020-12-01 00:51:33,2020-12-01 00:52:47,4,.40,1,N,100,48,1,3.5,0.5,0.5,1.5,0,0.3,8.8,2.5,random destip*#
2,2020-12-01 00:08:21,2020-12-01 00:11:53,5,1.16,1,N,238,166,1,5.5,0.5,0.5,0,0,0.3,9.3,2.5,random destip*#
2,2020-12-01 00:03:09,2020-12-01 00:04:32,1,.64,1,N,68,186,1,4,0.5,0.5,1.56,0,0.3,9.36,2.5,random destip*#
2,2020-12-01 00:16:25,2020-12-01 00:21:03,1,.66,1,N,90,68,1,4,0.5,0.5,0,0,0.3,7.8,2.5,random destip*#
2,2020-12-01 00:41:58,2020-12-01 00:46:55,6,1.64,1,N,162,100,1,7,0.5,0.5,2.7,0,0.3,13.5,2.5,random destip*#
2,2020-12-01 00:38:01,2020-12-01 01:12:18,1,12.88,1,N,132,25,1,39.5,0.5,0.5,8.16,0,0.3,48.96,0,random destip*#
2,2020-12-01 00:23:20,2020-12-01 00:33:26,5,3.06,1,N,249,229,1,11,0.5,0.5,4.44,0,0.3,19.24,2.5,random destip*#
2,2020-12-01 00:22:55,2020-12-01 00:54:28,1,12.68,1,N,132,189,2,37,0.5,0.5,0,0,0.3,38.3,0,random destip*#
1,2020-12-01 00:10:59,2020-12-01 00:37:36,1,17.30,2,N,132,137,1,52,2.5,0.5,12.25,6.12,0.3,73.67,2.5,random destip*#
1,2020-12-01 00:41:53,2020-12-01 00:46:33,2,.70,1,N,162,161,2,5,3,0.5,0,0,0.3,8.8,2.5,random destip*#
2,2020-12-01 00:12:10,2020-12-01 00:31:29,2,6.98,1,N,234,37,2,21.5,0.5,0.5,0,0,0.3,25.3,2.5,random destip*#
1,2020-12-01 00:14:43,2020-12-01 00:27:37,1,8.10,1,N,132,121,1,23.5,0.5,0.5,4.95,0,0.3,29.75,0,random destip*#
1,2020-12-01 00:06:33,2020-12-01 00:13:48,2,1.30,1,N,186,246,1,7,3,0.5,2.15,0,0.3,12.95,2.5,random destip*#
1,2020-12-01 00:44:10,2020-12-01 00:49:18,1,.60,1,N,140,141,2,5,3,0.5,0,0,0.3,8.8,2.5,random destip*#
1,2020-12-01 00:22:54,2020-12-01 00:23:21,1,.00,5,N,243,243,1,35,0,0,0,0,0.3,35.3,0,random destip*#
1,2020-12-01 00:54:09,2020-12-01 01:07:35,1,4.60,1,N,186,75,1,15,3,0.5,0.2,0,0.3,19,2.5,random destip*#
2,2020-12-01 00:09:03,2020-12-01 00:36:43,1,19.46,2,N,132,236,1,52,0,0.5,12.28,6.12,0.3,73.7,2.5,random destip*#
2,2020-12-01 00:00:17,2020-12-01 00:09:23,1,2.05,1,N,68,114,1,9,0.5,0.5,3,0,0.3,15.8,2.5,random destip*#
2,2020-12-01 00:33:48,2020-12-01 00:36:43,1,.75,1,N,186,48,1,4.5,0.5,0.5,1.66,0,0.3,9.96,2.5,random destip*#
2,2020-12-01 00:42:17,2020-12-01 00:59:57,1,7.14,1,N,48,168,2,22.5,0.5,0.5,0,0,0.3,26.3,2.5,random destip*#
2,2020-12-01 00:27:52,2020-12-01 00:54:18,2,10.10,1,N,138,239,1,31.5,0.5,0.5,4,6.12,0.3,45.42,2.5,random destip*#
2,2020-12-01 00:31:05,2020-12-01 00:49:53,4,7.73,1,N,68,244,1,24.5,0.5,0.5,7.08,0,0.3,35.38,2.5,random destip*#
2,2020-12-01 00:21:14,2020-12-01 01:03:54,1,42.38,1,N,44,200,1,109,0.5,0.5,2.75,21,0.3,134.05,0,random destip*#
2,2020-12-01 00:11:59,2020-12-01 00:28:41,4,6.10,1,N,68,152,2,20,0.5,0.5,0,0,0.3,23.8,2.5,random destip*#
2,2020-12-01 00:36:32,2020-12-01 00:38:50,1,.48,1,N,138,70,1,4,0.5,0.5,1.59,0,0.3,6.89,0,random destip*#
1,2020-12-01 00:16:51,2020-12-01 00:48:03,1,12.00,1,N,140,188,1,35.5,3,0.5,7.85,0,0.3,47.15,2.5,random destip*#
2,2020-12-01 00:48:32,2020-12-01 01:06:32,6,10.02,1,N,145,130,1,28.5,0.5,0.5,0,0,0.3,29.8,0,random destip*#
2,2020-12-01 00:20:26,2020-12-01 00:29:42,1,2.31,1,N,263,163,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5,random destip*#
2,2020-12-01 00:11:05,2020-12-01 00:14:14,1,.77,1,N,236,262,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5,random destip*#
1,2020-12-01 00:28:28,2020-12-01 00:45:57,1,6.10,1,N,48,65,1,19,3,0.5,4.55,0,0.3,27.35,2.5,random destip*#
2,2020-12-01 00:17:44,2020-12-01 00:19:40,1,.55,1,N,148,79,2,4,0.5,0.5,0,0,0.3,7.8,2.5,random destip*#
2,2020-12-01 00:35:15,2020-12-01 00:37:35,2,.08,1,N,141,141,4,-3.5,-0.5,-0.5,0,0,-0.3,-7.3,-2.5,random destip*#
2,2020-12-01 00:35:15,2020-12-01 00:37:35,2,.08,1,N,141,141,2,3.5,0.5,0.5,0,0,0.3,7.3,2.5,random destip*#
1,2020-12-01 00:50:34,2020-12-01 00:54:35,2,1.10,1,N,186,48,1,5.5,3,0.5,2.75,0,0.3,12.05,2.5,random destip*#
1,2020-12-01 00:29:58,2020-12-01 00:46:14,1,9.00,1,N,138,141,1,25.5,3,0.5,5.31,6.12,0.3,40.73,2.5,random destip*#
1,2020-12-01 00:37:52,2020-12-01 01:04:36,0,20.10,2,N,132,209,1,52,2.5,0.5,11.05,0,0.3,66.35,2.5,random destip*#
1,2020-12-01 00:03:03,2020-12-01 00:06:26,1,.50,1,N,186,100,1,4.5,3,0.5,0,0,0.3,8.3,2.5,random destip*#
1,2020-12-01 00:07:45,2020-12-01 00:17:27,1,2.40,1,N,100,141,1,9.5,3,0.5,2.65,0,0.3,15.95,2.5,random destip*#
2,2020-12-01 00:08:04,2020-12-01 00:28:24,2,5.16,1,N,48,74,1,19,0.5,0.5,4.56,0,0.3,27.36,2.5,random destip*#
2,2020-12-01 00:40:16,2020-12-01 00:42:39,1,.80,1,N,263,236,3,-4.5,-0.5,-0.5,0,0,-0.3,-8.3,-2.5,random destip*#
2,2020-12-01 00:40:16,2020-12-01 00:42:39,1,.80,1,N,263,236,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5,random destip*#
2,2020-12-01 00:27:12,2020-12-01 00:35:20,1,2.09,1,N,186,79,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5,random destip*#
2,2020-12-01 00:21:08,2020-12-01 00:22:52,3,.53,1,N,263,236,1,3.5,0.5,0.5,1.46,0,0.3,8.76,2.5,random destip*#
1,2020-12-01 00:16:53,2020-12-01 00:30:34,2,11.60,1,N,138,232,1,32,3,0.5,10.7,0,0.3,46.5,2.5,random destip*#
2,2020-12-01 00:40:17,2020-12-01 00:53:55,1,6.74,2,N,223,262,1,52,0,0.5,12.28,6.12,0.3,73.7,2.5,random destip*#
2,2020-12-01 00:26:32,2020-12-01 00:28:02,2,.23,1,N,238,238,1,3,0.5,0.5,1.36,0,0.3,8.16,2.5,random destip*#
2,2020-12-01 00:26:09,2020-12-01 00:27:08,1,.00,5,N,90,90,1,10,0,0.5,1,0,0.3,11.8,0,random destip*#
2,2020-12-01 00:34:53,2020-12-01 00:37:57,1,1.12,1,N,164,230,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5,random destip*#
2,2020-11-30 23:56:29,2020-12-01 00:00:38,1,1.51,1,N,107,170,1,6,0.5,0.5,1,0,0.3,10.8,2.5,random destip*#
2,2020-12-01 00:33:16,2020-12-01 00:40:12,1,1.68,1,N,263,74,1,7.5,0.5,0.5,3.39,0,0.3,14.69,2.5,random destip*#
2,2020-12-01 00:14:49,2020-12-01 00:42:46,1,18.26,2,N,132,48,1,52,0,0.5,12.28,6.12,0.3,73.7,2.5,random destip*#
2,2020-12-01 00:29:55,2020-12-01 00:38:56,1,2.01,1,N,48,141,1,9,0.5,0.5,1.5,0,0.3,14.3,2.5,random destip*#
2,2020-11-30 23:57:20,2020-12-01 00:03:38,3,1.40,1,N,263,75,2,7,0.5,0.5,0,0,0.3,10.8,2.5,random destip*#
2,2020-12-01 00:14:01,2020-12-01 00:17:38,2,.75,1,N,141,263,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5,random destip*#
2,2020-12-01 00:48:45,2020-12-01 01:03:12,2,8.74,1,N,137,244,1,24.5,0.5,0.5,4,0,0.3,32.3,2.5,random destip*#
2,2020-12-01 00:35:54,2020-12-01 00:43:10,2,1.43,1,N,107,4,2,7.5,0.5,0.5,0,0,0.3,11.3,2.5,random destip*#
1,2020-12-01 00:00:11,2020-12-01 00:11:48,0,3.70,1,N,263,234,1,12.5,3,0.5,3.25,0,0.3,19.55,2.5,random destip*#
2,2020-12-01 00:32:03,2020-12-01 00:43:57,1,4.21,1,N,234,75,2,13.5,0.5,0.5,0,0,0.3,17.3,2.5,random destip*#
1,2020-12-01 00:13:34,2020-12-01 00:39:26,1,.00,1,N,226,219,1,36.2,0,0.5,0,0,0.3,37,0,random destip*#
2,2020-11-30 18:31:24,2020-11-30 18:47:21,1,9.13,1,N,138,79,2,26.5,0.5,0.5,0,0,0.3,30.3,2.5,random destip*#
1,2020-12-01 00:05:58,2020-12-01 00:42:59,2,29.00,1,N,132,200,1,76,0.5,0.5,20.85,6.12,0.3,104.27,0,random destip*#
2,2020-12-01 00:49:04,2020-12-01 01:00:54,1,2.31,1,N,263,41,2,10.5,0.5,0.5,0,0,0.3,14.3,2.5,random destip*#
1,2020-12-01 00:00:13,2020-12-01 00:08:18,1,1.80,1,N,162,141,1,8.5,3,0.5,3.05,0,0.3,15.35,2.5,random destip*#
2,2020-12-01 00:29:30,2020-12-01 00:30:36,1,.33,1,N,161,230,1,3,0.5,0.5,1.36,0,0.3,8.16,2.5,random destip*#
2,2020-12-01 00:37:15,2020-12-01 00:46:16,1,2.34,1,N,100,113,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5,random destip*#
1,2020-12-01 00:28:34,2020-12-01 00:51:05,1,6.40,1,N,142,82,2,22.5,3,0.5,0,0,0.3,26.3,2.5,random destip*#
2,2020-12-01 00:13:54,2020-12-01 00:31:21,1,10.13,1,N,138,224,1,28.5,0.5,0.5,7.68,6.12,0.3,46.1,2.5,random destip*#
2,2020-12-01 00:15:11,2020-12-01 00:18:59,1,.96,1,N,48,186,2,5,0.5,0.5,0,0,0.3,8.8,2.5,random destip*#
1,2020-12-01 00:10:38,2020-12-01 00:34:09,1,14.50,1,N,132,37,1,40,0.5,0.5,8,0,0.3,49.3,0,random destip*#
1,2020-12-01 00:15:06,2020-12-01 00:37:11,1,20.30,1,N,132,81,1,53.5,0.5,0.5,5,6.12,0.3,65.92,0,random destip*#
1,2020-12-01 00:38:20,2020-12-01 00:56:29,0,13.20,1,N,132,260,1,36.5,0.5,0.5,7.55,0,0.3,45.35,0,random destip*#
1,2020-12-01 00:20:36,2020-12-01 00:32:20,1,3.80,1,N,162,7,1,13,3,0.5,4.2,0,0.3,21,2.5,random destip*#
2,2020-12-01 00:03:39,2020-12-01 00:07:56,5,1.65,1,N,137,141,1,6.5,0.5,0.5,2,0,0.3,12.3,2.5,random destip*#
2,2020-12-01 00:16:16,2020-12-01 00:41:28,1,20.07,2,N,132,140,1,52,0,0.5,12.28,6.12,0.3,73.7,2.5,random destip*#
2,2020-12-01 00:44:44,2020-12-01 01:16:30,2,10.02,1,N,238,129,1,32,0.5,0.5,0,0,0.3,35.8,2.5,random destip*#
2,2020-12-01 00:31:20,2020-12-01 00:41:21,1,1.93,1,N,229,142,2,9,0.5,0.5,0,0,0.3,12.8,2.5,random destip*#
2,2020-12-01 00:11:06,2020-12-01 00:38:20,1,19.77,1,N,132,20,2,53,0.5,0.5,0,6.12,0.3,60.42,0,random destip*#
2,2020-12-01 00:33:04,2020-12-01 00:45:58,1,7.16,1,N,132,76,2,21,0.5,0.5,0,0,0.3,22.3,0,random destip*#
2,2020-12-01 00:23:43,2020-12-01 00:29:50,1,1.72,1,N,229,262,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5,random destip*#
2,2020-12-01 00:34:48,2020-12-01 01:03:41,1,21.40,1,N,138,89,1,57,0.5,0.5,8,0,0.3,66.3,0,random destip*#
1,2020-12-01 00:29:43,2020-12-01 00:44:00,1,6.30,1,N,138,95,2,19.5,0.5,0.5,0,0,0.3,20.8,0,random destip*#
2,2020-12-01 00:39:01,2020-12-01 00:50:49,1,6.64,1,N,132,124,1,19.5,0.5,0.5,4.16,0,0.3,24.96,0,random destip*#
2,2020-12-01 00:06:53,2020-12-01 00:38:12,1,17.30,4,N,186,265,2,53.5,0.5,0.5,0,2.8,0.3,60.1,2.5,random destip*#
2,2020-12-01 00:59:27,2020-12-01 01:03:34,1,1.38,1,N,141,229,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5,random destip*#
2,2020-12-01 00:09:13,2020-12-01 00:29:56,1,10.75,1,N,264,219,2,32,0.5,0.5,0,0,0.3,33.3,0,random destip*#
2,2020-12-01 00:23:49,2020-12-01 00:38:28,1,8.44,1,N,132,121,1,24.5,0.5,0.5,3,0,0.3,28.8,0,random destip*#
2,2020-12-01 00:14:04,2020-12-01 00:18:14,1,.45,1,N,107,107,4,-4.5,-0.5,-0.5,0,0,-0.3,-8.3,-2.5,random destip*#
2,2020-12-01 00:14:04,2020-12-01 00:18:14,1,.45,1,N,107,107,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5,random destip*#
2,2020-12-01 00:36:33,2020-12-01 00:41:36,1,2.10,1,N,263,233,1,7.5,0.5,0.5,1,0,0.3,12.3,2.5,random destip*#
2,2020-12-01 00:27:59,2020-12-01 00:42:04,1,2.84,1,N,48,151,2,12.5,0.5,0.5,0,0,0.3,16.3,2.5,random destip*#
1,2020-12-01 00:32:51,2020-12-01 00:54:47,1,14.20,1,N,132,7,2,39.5,0.5,0.5,0,0,0.3,40.8,0,random destip*#
2,2020-12-01 00:56:02,2020-12-01 01:23:42,2,10.10,1,N,132,95,1,31.5,0.5,0.5,6.56,0,0.3,39.36,0,random destip*#
2,2020-12-01 00:53:01,2020-12-01 01:07:39,1,6.11,1,N,100,41,1,19.5,0.5,0.5,1,0,0.3,24.3,2.5,random destip*#
2,2020-12-01 00:49:37,2020-12-01 01:18:04,1,18.12,2,N,132,41,1,52,0,0.5,9,6.12,0.3,67.92,0,random destip*#
1,2020-12-01 00:16:46,2020-12-01 00:23:45,2,1.50,1,N,138,129,1,7,0.5,0.5,1.65,0,0.3,9.95,0,random destip*#
1,2020-12-01 00:29:24,2020-12-01 00:48:29,1,11.70,1,Y,138,137,1,32.5,3,0.5,10,6.12,0.3,52.42,2.5,random destip*#
2,2020-12-01 00:47:19,2020-12-01 00:49:49,1,.50,1,N,237,237,1,4,0.5,0.5,1.95,0,0.3,9.75,2.5,random destip*#
2,2020-12-01 00:38:26,2020-12-01 00:47:13,1,3.21,1,N,138,7,1,11.5,0.5,0.5,2.56,0,0.3,15.36,0,random destip*#
2,2020-12-01 00:31:13,2020-12-01 00:57:54,1,16.15,1,N,132,123,2,44,0.5,0.5,0,0,0.3,45.3,0,random destip*#
2,2020-12-01 00:43:33,2020-12-01 01:06:00,1,18.36,1,N,132,112,1,49,0.5,0.5,12.57,0,0.3,62.87,0,random destip*#
2,2020-11-30 23:56:55,2020-12-01 00:04:14,1,3.77,1,N,138,7,1,12,0.5,0.5,3.32,0,0.3,16.62,0,random destip*#
1,2020-12-01 00:08:52,2020-12-01 00:20:20,1,3.10,1,N,48,48,1,11.5,3,0.5,3.05,0,0.3,18.35,2.5,random destip*#
2,2020-12-01 00:36:56,2020-12-01 00:59:38,2,16.76,1,N,132,255,1,45,0.5,0.5,7.87,0,0.3,54.17,0,random destip*#
1,2020-12-01 00:24:59,2020-12-01 00:44:39,1,7.80,1,N,237,13,1,24,3,0.5,5.55,0,0.3,33.35,2.5,random destip*#
2,2020-12-01 00:12:55,2020-12-01 00:15:26,1,.71,1,N,48,50,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5,random destip*#
2,2020-12-01 01:36:40,2020-12-01 01:45:22,1,2.74,1,N,238,116,2,9.5,0.5,0.5,0,0,0.3,10.8,0,random destip*#
2,2020-12-01 01:27:47,2020-12-01 01:50:01,1,11.97,1,N,87,244,1,34.5,0.5,0.5,11.49,0,0.3,49.79,2.5,random destip*#
2,2020-12-01 01:01:02,2020-12-01 01:22:00,3,5.62,1,N,107,188,1,20,0.5,0.5,4.76,0,0.3,28.56,2.5,random destip*#
2,2020-12-01 01:16:41,2020-12-01 01:20:56,1,1.03,1,N,239,142,1,5.5,0.5,0.5,1,0,0.3,10.3,2.5,random destip*#
2,2020-12-01 01:52:58,2020-12-01 01:59:51,3,2.04,1,N,239,43,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5,random destip*#
